timestep	potential_energy	kinetic_energy	temperature	pressure	volume
0	-184.5703125	0	0	-0.04541015625	8000
5000	-6270.302734	922.182251	0.6154035926	1.355536103	1084.570068
10000	-6621.34668	640.340332	0.4273208678	1.43257308	1041.081665
15000	-7138.592773	223.4932556	0.1491446495	1.560944557	984.5095825
20000	-7265.103516	102.4121323	0.06834309548	1.540142179	972.7033691
25000	-7215.931641	168.5762634	0.1124966741	1.5627321	977.1299438
30000	-6861.485352	513.5717773	0.342723906	1.585663438	1012.338501
35000	-6983.593262	419.203125	0.2797484994	1.276373029	1005.049377
40000	-7254.371094	158.8982391	0.1060381979	1.423920512	975.5328369
45000	-7269.344727	184.7568207	0.1232945099	1.633361816	972.0567017
50000	-7067.866211	453.956543	0.3029406369	1.672844291	991.4138184
55000	-7411.543945	296.234314	0.1976872385	1.695911527	963.6797485
60000	-7565.42041	189.9421387	0.1267548501	1.471652389	952.4974976
65000	-7420.804688	343.6323853	0.2293175757	1.597524762	963.2229004
70000	-7385.609375	365.3356018	0.2438008785	1.452899575	968.1651611
75000	-7567.541504	202.2777863	0.1349868476	1.413528562	952.5351562
80000	-7487.612305	267.0422363	0.1782063693	1.374346733	960.0767822
85000	-7343.978516	408.9424438	0.2729012072	1.386968493	973.3950195
90000	-7533.056641	234.5835571	0.1565455794	1.531577349	953.5608521
95000	-7538	231.0069275	0.1541587859	1.576572418	952.737915
100000	-7364.829102	413.2080688	0.2757478058	1.425778508	970.5658569
105000	-7483.492188	289.7020874	0.1933280528	1.463979363	958.6616211
110000	-7559.770508	213.2088928	0.1422815472	1.640009999	949.9121094
115000	-7405.807617	359.8040771	0.2401095033	1.529955983	965.8947144
120000	-7441.735352	350.7248535	0.2340506166	1.26051259	966.0686646
125000	-7572.350586	213.6913605	0.1426035166	1.635923505	948.7232666
130000	-7457.341309	301.5164185	0.2012121677	1.628002882	958.9943848
135000	-7389.367188	378.8047485	0.2527892888	1.205578923	971.503479
140000	-7560.714844	226.8230286	0.1513667256	1.510767698	951.670105
145000	-7517.62207	265.4563904	0.1771480739	1.382117629	957.3153687
150000	-7365.786133	391.2160645	0.2610717714	1.427797079	970.0064087
155000	-7525.501953	251.7085266	0.1679736674	1.474858403	955.0112305
160000	-7546.460938	240.2276306	0.1603120714	1.570145845	951.9992676
165000	-7387.72998	390.8838196	0.2608500719	1.558198333	966.4433594
170000	-7489.200195	290.4212341	0.1938079596	1.329708457	960.5702515
175000	-7568.861816	220.0737	0.1468626708	1.404698491	952.7786255
180000	-7416.154785	349.1365662	0.2329907119	1.469463706	965.0119019
185000	-7440.37207	329.9280701	0.2201722264	1.804242373	957.5955811
190000	-7576.517578	221.6492767	0.1479140967	1.610657454	949.105896
195000	-7481.50293	328.3455811	0.2191161662	1.545652032	957.8963013
200000	-7420.613281	371.799408	0.2481143922	1.662469387	961.7012329
205000	-7560.736328	224.90979	0.1500899494	1.397897124	952.7592773
210000	-7499.083984	271.5255737	0.1811982542	1.453297853	957.027771
215000	-7403.408203	388.8529663	0.2594948113	1.35725379	967.4725952
220000	-7550.808594	251.0595398	0.1675405651	1.556543946	952.1554565
225000	-7544.284668	256.4353638	0.1711280346	1.513908982	953.0784302
230000	-7396.908691	376.0757446	0.2509681284	1.550089478	965.6495361
235000	-7510.984863	270.9614563	0.1808217913	1.621725917	954.1322021
240000	-7552.868164	233.3358765	0.1557129622	1.618813634	950.6391602
245000	-7424.73877	358.0726318	0.2389540523	1.644390225	961.2366943
250000	-7482.669922	302.340271	0.2017619461	1.54456389	957.3935547
255000	-7567.960938	237.0092773	0.1581643522	1.426640868	951.6670532
260000	-7465.791992	349.2609863	0.2330737412	1.425491691	961.1369629
265000	-7458.74707	334.897644	0.2234885842	1.621376157	958.8394165
270000	-7559.085938	231.9929199	0.1548167616	1.688619971	949.032959
275000	-7475.90625	300.8066711	0.2007385194	1.509625673	958.4675293
280000	-7424.931152	345.8016357	0.2307651937	1.375481129	964.8699341
285000	-7541.152344	244.2717743	0.1630108654	1.684251666	950.6109009
290000	-7524.515625	288.1453857	0.1922892183	1.63972497	952.9922485
295000	-7427.397949	364.105957	0.2429802865	1.520205021	963.1889038
300000	-7531.057129	264.901825	0.1767780036	1.455054641	954.6730347
305000	-7533.01709	261.2373657	0.174332574	1.246039629	957.5716553
310000	-7431.804199	358.2016602	0.2390401512	1.435872436	963.6124878
315000	-7508.581543	282.9568176	0.18882671	1.580699444	954.8805542
320000	-7549.138672	255.9761658	0.1708216071	1.606597662	951.5978394
325000	-7434.148438	339.0173645	0.2262378186	1.780878425	958.4941406
330000	-7494.661621	302.4015503	0.2018028349	1.161622763	961.8677368
335000	-7549.195801	254.7300568	0.1699900329	1.52054131	952.3781128
340000	-7464.130859	338.933197	0.2261816561	1.746225357	956.4064331
345000	-7477.397461	317.0199585	0.211558193	1.580052137	958.1396484
350000	-7546.181152	252.0463715	0.168199122	1.399677634	954.1162109
355000	-7476.462891	312.75354	0.2087110728	1.518560529	958.4872437
360000	-7455.911133	325.6213379	0.2172981948	1.368110895	962.4607544
365000	-7547.214844	268.6495667	0.1792789996	1.672474504	950.5273438
370000	-7495.34082	296.5630798	0.1979066283	1.366011977	958.822998
375000	-7450.921875	332.7897339	0.2220819145	1.592047095	960.1639404
380000	-7529.42334	267.0924683	0.178239882	1.448688984	954.970459
385000	-7507.52832	283.2030334	0.1889910102	1.703231096	953.2091675
390000	-7453.216309	338.583313	0.2259481549	1.486071706	960.9956665
395000	-7529.566895	289.3607178	0.1931002438	1.61633873	952.9587402
400000	-7519.280273	276.317749	0.1843962371	1.753708124	951.8066406
405000	-7450.583984	335.4456177	0.2238542736	1.621564031	959.5988159
410000	-7507.018555	285.2259521	0.1903409809	1.458642125	956.8060913
415000	-7534.199219	277.3502197	0.185085237	1.430562377	954.7193604
420000	-7448.098145	314.1523743	0.2096445709	1.426712751	962.3522949
425000	-7483.998047	289.0425415	0.1928879172	1.478614092	958.1994019
430000	-7528.588379	269.7304077	0.1800002754	1.525056005	953.868042
435000	-7477.328613	332.2694092	0.2217346728	1.823799968	954.3366089
440000	-7479.34375	306.5782776	0.204590112	1.515054822	958.3342896
445000	-7533.20752	271.0800171	0.1809009165	1.46073842	954.2714844
450000	-7483.074219	314.1859436	0.2096669674	1.498163939	958.3590698
455000	-7480.466797	321.3737183	0.2144636065	1.426371336	959.7379761
460000	-7531.633789	272.90625	0.1821196228	1.42069447	955.0357056
465000	-7497.083008	304.9694519	0.2035164833	1.555796742	956.7202759
470000	-7465.986328	314.1392212	0.2096357793	1.556298256	959.0772705
475000	-7518.274414	278.334259	0.1857419163	1.662686825	953.0130005
480000	-7501.077637	289.1365356	0.192950651	1.29376781	959.6224976
485000	-7479.5625	329.927887	0.2201721072	1.431909084	959.807312
490000	-7517.6875	291.399292	0.1944606602	1.308164954	958.4407959
495000	-7509.483887	284.6347656	0.1899464577	1.546575785	955.1505127
500000	-7469.867676	322.0844116	0.2149378806	1.515940428	959.210022
505000	-7508.477539	294.8728638	0.1967786849	1.445263743	957.307373
510000	-7513.508789	282.0455017	0.1882185489	1.50919354	955.5082397
515000	-7475.67041	319.6772461	0.2133315057	1.397353172	960.71875
520000	-7497.542969	294.173584	0.1963120401	1.53369987	956.8094482
525000	-7511.0625	270.6744385	0.1806302518	1.350666523	957.9752808
530000	-7480.24707	322.4642334	0.2151913494	1.73164463	955.4985962
535000	-7493.360352	309.7097778	0.2066798657	1.625143409	955.62146
540000	-7518.758789	269.2088623	0.179652229	1.361066699	957.3988037
545000	-7493.185547	318.122467	0.2122939378	1.385496259	959.6987305
550000	-7482.150391	306.7376099	0.2046964467	1.512820244	958.3187256
555000	-7519.125977	276.5010681	0.1845185608	1.417409182	956.0714722
560000	-7492.604492	306.873291	0.2047869861	1.619669914	955.8191528
565000	-7481.677734	318.5254517	0.212562874	1.582644582	957.4485474
570000	-7519.786133	282.5963745	0.1885861754	1.411668897	956.1090088
575000	-7494.347656	290.2709351	0.1937076598	1.48453021	957.5076904
580000	-7472.504395	313.7817383	0.2093972266	1.630387068	957.4235229
585000	-7506.203125	286.6406555	0.1912850589	1.530335903	955.7094727
590000	-7499.999023	288.9941101	0.1928555965	1.204913616	960.7649536
595000	-7480.33252	309.1291504	0.2062923908	1.535826683	958.3206177
600000	-7514.092285	305.280365	0.2037239671	1.391028404	957.3056641
605000	-7504.009766	289.551239	0.1932273954	1.582609773	955.3638916
610000	-7487.70459	312.9195251	0.208821848	1.559738159	957.6211548
615000	-7500.52832	300.3205566	0.2004141212	1.408622742	958.1793823
620000	-7509.444824	289.5596313	0.1932329834	1.517835736	955.7705688
625000	-7496.994141	316.6437073	0.2113071084	1.54490459	956.9491577
630000	-7498.023438	305.6543579	0.2039735466	1.700184822	954.843689
635000	-7510.158691	290.9317627	0.1941486597	1.372569561	957.9061279
640000	-7486.078613	302.4951782	0.2018653154	1.556131363	957.2158813
645000	-7491.374023	303.4302979	0.2024893612	1.435632348	958.538147
650000	-7501.772949	281.2090454	0.1876603663	1.418372273	958.0308838
655000	-7485.634277	295.9374695	0.1974891424	1.598083615	956.960022
660000	-7486.651367	301.9086609	0.2014739215	1.634192705	956.1220703
665000	-7494.710449	279.0022583	0.1861876994	1.474097133	957.4459839
670000	-7495.799805	297.6239014	0.1986145526	1.656418681	955.0245361
675000	-7493.454102	313.1473083	0.2089738548	1.501998901	957.9997559
680000	-7501.44043	290.8625183	0.1941024512	1.33906877	958.6505127
685000	-7499.489746	295.3829956	0.1971191168	1.419711947	957.666748
690000	-7493.373047	308.8266602	0.2060905397	1.286751151	960.8156738
695000	-7495.233398	293.5563354	0.1959001273	1.436913729	958.1029663
700000	-7497.957031	287.9350586	0.1921488643	1.55889523	956.2675171
705000	-7500.355469	315.3811035	0.2104645371	1.411860108	958.4464111
710000	-7492.740723	300.1522827	0.200301826	1.594125271	956.0887451
715000	-7511.230957	301.2304077	0.2010212988	1.58159852	954.9871216
720000	-7496.217285	307.3835449	0.2051274925	1.392269015	958.9123535
725000	-7489.402344	299.2952881	0.1997299194	1.457932115	958.1176758
730000	-7512.515137	298.1318359	0.1989535093	1.483120203	956.2156372
735000	-7492.998047	300.3116455	0.2004081756	1.40034771	959.1318359
740000	-7499.858887	314.9013672	0.2101443857	1.587582946	955.8710327
745000	-7511.319336	303.7703247	0.202716276	1.788086772	952.0231323
750000	-7502.597656	308.7138062	0.2060152292	1.44587934	957.8516235
755000	-7496.542969	302.5174561	0.2018801868	1.401588559	958.6708374
760000	-7500.944336	296.5372314	0.1978893727	1.628666878	954.8231201
765000	-7500.151367	304.3593445	0.2031093389	1.632853746	954.9044189
770000	-7492.439453	304.8293762	0.2034230083	1.466323853	958.0303345
775000	-7504.624023	290.588623	0.1939196736	1.405563116	957.9429932
780000	-7498.938477	298.7980042	0.1993980706	1.515738964	956.9391479
785000	-7496.464844	314.9121094	0.2101515681	1.62334311	955.7211304
790000	-7508.293945	297.7862549	0.198722899	1.501203895	956.1767578
795000	-7506.705566	307.3106079	0.2050788254	1.665459991	954.1693726
800000	-7484.106445	303.276123	0.2023864686	1.548434496	957.5841675
805000	-7507.777344	299.4449463	0.1998298019	1.437591314	957.2417603
810000	-7504.71875	297.7382202	0.1986908466	1.488052964	956.6316528
815000	-7490.178711	302.7909851	0.202062726	1.486388206	958.2211304
820000	-7498.356445	301.3700867	0.2011145055	1.756379008	953.4015503
825000	-7503.235352	293.2626343	0.1957041323	1.569522142	955.6026001
830000	-7478.333984	292.7296448	0.1953484416	1.412629008	959.5695801
835000	-7503.189453	304.0700073	0.2029162645	1.39523387	958.4644775
840000	-7501.892578	292.6424561	0.1952902675	1.494642735	956.6741333
845000	-7491.837891	304.3955383	0.2031334937	1.499988079	957.6453247
850000	-7494.493164	299.8599548	0.20010674	1.542025447	956.9396973
855000	-7496.481445	288.4694824	0.1925054938	1.504451632	956.8275146
860000	-7494.857422	306.7757874	0.2047219127	1.562725902	956.5545044
865000	-7490.668945	298.8034058	0.1994016767	1.410734057	958.9887695
870000	-7504.099609	288.6359253	0.192616567	1.463889599	957.3676758
875000	-7497.669922	303.7518921	0.2027039677	1.548769951	956.4575195
880000	-7489.309082	308.6867065	0.2059971392	1.508286715	957.3948975
885000	-7506.15918	292.2535095	0.1950307041	1.403461695	957.6433716
890000	-7506.656738	305.9907227	0.2041980177	1.533759713	955.954895
895000	-7495.446289	315.2192993	0.2103565633	1.249395728	961.310791
900000	-7503.66748	294.6919556	0.1966579705	1.690304399	954.0418701
905000	-7502.554688	298.4165344	0.1991434991	1.307757139	959.4162598
910000	-7472.144043	292.505249	0.1951986998	1.591776133	957.9875488
