timestep	potential_energy	kinetic_energy	temperature	pressure	volume
0	-388.828125	0	0	-0.04783203453	16000
5000	-14504.94824	212.90802	0.0710048452	1.610858083	1973.434937
10000	-14763.34668	246.8922729	0.0823385939	1.571050525	1950.546265
15000	-14522.0957	621.6904297	0.2073338181	1.464668155	1972.821289
20000	-14195.92188	1011.082275	0.3371960223	1.620770812	2001.808716
25000	-14910.46973	415.569397	0.1385924369	1.542953491	1942.326172
30000	-15048.08398	345.7054443	0.115292795	1.584236383	1926.976685
35000	-14599.75	790.3685913	0.2635880113	1.530289412	1968.275635
40000	-14645.58398	782.9937744	0.2611284852	1.485295653	1965.009766
45000	-15093.66113	362.7587891	0.1209800914	1.576702952	1923.628906
50000	-14965.22363	486.9637146	0.162402451	1.542555928	1935.513916
55000	-14471.74805	933.2258301	0.3112308979	1.414578795	1985.199341
60000	-14952.48926	508.5640869	0.1696061641	1.333581924	1939.61084
65000	-15098.42188	363.8821411	0.1213547289	1.50982821	1924.639282
70000	-14697.43262	757.4194336	0.252599448	1.682837129	1954.825562
75000	-14694.06836	764.6549683	0.2550125122	1.51436305	1958.673218
80000	-15085.54297	378.9010315	0.1263635308	1.412175417	1923.529053
85000	-14929.03418	513.2420044	0.1711662561	1.486088634	1935.290039
90000	-14541.19922	896.7511597	0.2990666032	1.379848838	1974.38269
95000	-14969.50781	480.1816101	0.1601406187	1.508345127	1934.157104
100000	-15069.09375	405.0812378	0.1350946277	1.468940616	1928.037354
105000	-14635.66797	776.9541016	0.2591142654	1.512851715	1962.578979
110000	-14794.51562	675.7322998	0.2253567874	1.496281981	1950.190063
115000	-15084.49805	392.3323364	0.1308428645	1.518326163	1920.934448
120000	-14856.66797	610.9189453	0.2037415206	1.425111771	1943.766968
125000	-14604.84082	817.1274414	0.2725120783	1.289111376	1969.734497
130000	-15024.00488	444.3309326	0.1481844038	1.406910896	1929.839844
135000	-14993.23242	467.3917847	0.155875206	1.443690538	1930.495972
140000	-14594.49023	830.7990112	0.2770715356	1.60480845	1963.522827
145000	-14897.78809	568.6719971	0.1896521598	1.516928792	1936.36731
150000	-15065.21094	416.7204285	0.1389763057	1.63136971	1919.887939
155000	-14740.32617	711.2429199	0.2371995747	1.346525431	1960.477783
160000	-14758.92578	727.0623779	0.2424753755	1.4589957	1953.600586
165000	-15068.61914	420.0328979	0.1400810182	1.485841036	1923.751587
170000	-14904.58008	580.9172363	0.1937359571	1.510008335	1938.663574
175000	-14625.24707	816.4501953	0.2722862065	1.529120326	1964.159912
180000	-15004.4043	476.6725464	0.1589703411	1.392775893	1932.901245
185000	-15000.05664	466.586731	0.1556067169	1.520147324	1928.528931
190000	-14659.64648	811.2163086	0.2705407143	1.369636655	1964.602661
195000	-14879.31055	589.8475342	0.1967142075	1.567217588	1937.485718
200000	-15053.32129	435.204834	0.1451408565	1.516549349	1923.547485
205000	-14776.01953	712.5212402	0.2376258969	1.5230968	1946.065308
210000	-14768.96582	726.7652588	0.2423762828	1.655069113	1946.63855
215000	-15036.1543	439.9454346	0.1467218399	1.470722914	1928.906982
220000	-14878.28906	567.8287964	0.18937096	1.424921393	1943.617065
225000	-14683.4082	786.6151123	0.2623362243	1.482996225	1957.72937
230000	-14991.81836	496.3051758	0.1655178219	1.393639922	1933.224487
235000	-14971.09375	489.548584	0.1632644981	1.384809375	1934.599365
240000	-14667.81738	759.4796143	0.2532865107	1.448173881	1963.567993
245000	-14905.09082	574.5640869	0.1916171759	1.458641887	1938.208496
250000	-15020.89258	456.2819824	0.152170077	1.457832456	1927.786743
255000	-14763.9043	718.8701172	0.2397432476	1.557048559	1952.285034
260000	-14800.78418	665.1464233	0.2218263894	1.618313789	1940.377319
265000	-15010.29492	443.9595337	0.1480605453	1.563363433	1926.1875
270000	-14857.07227	626.6109619	0.2089748085	1.274294734	1951.160767
275000	-14727.37988	731.0901489	0.2438186407	1.633204699	1949.363159
280000	-14989.92383	484.2125549	0.1614849269	1.555727601	1927.778931
285000	-14933.96289	548.8865356	0.183053717	1.365424991	1939.662964
290000	-14687.24023	741.2744141	0.2472150922	1.504887938	1955.491699
295000	-14935.08887	539.6362915	0.1799687594	1.453731656	1934.936279
300000	-14977.83203	496.5237732	0.1655907184	1.505545735	1930.867676
305000	-14745.85547	732.4277954	0.2442647368	1.422202706	1954.82666
310000	-14862.35742	610.1652832	0.2034901828	1.510911107	1938.702881
315000	-15007.42871	479.4084473	0.159882769	1.461364388	1931.111328
320000	-14801.19434	658.6233521	0.219650954	1.463522196	1948.643188
325000	-14781.63086	668.7990112	0.2230445296	1.586654782	1949.146484
330000	-14985.17188	475.4606934	0.1585661918	1.415973544	1933.355957
335000	-14868.98828	594.7276611	0.1983417273	1.484440207	1939.950073
340000	-14725.80859	709.9119873	0.2367557138	1.657961607	1945.950073
345000	-14958.96875	510.4293518	0.1702282429	1.569892883	1929.541504
350000	-14935	549.0098267	0.1830948293	1.50202477	1935.878418
355000	-14720.47461	714.4987183	0.2382853925	1.594539642	1952.793579
360000	-14915.46484	540.8581543	0.1803762466	1.164507627	1945.432129
365000	-14977.79004	520.4521484	0.1735708416	1.507368445	1930.801636
370000	-14748.8584	695.3844604	0.2319107801	1.589191318	1951.423584
375000	-14851.85645	594.8928223	0.1983968168	1.483552814	1943.067505
380000	-14987.94727	492.3582764	0.1642015278	1.437626123	1934.617188
385000	-14804.40625	653.9083862	0.218078509	1.501396298	1945.543945
390000	-14791.80469	644.3178711	0.2148800641	1.41121304	1948.762939
395000	-14966.96973	493.5630493	0.1646033227	1.543313146	1932.316772
400000	-14874.31738	619.4628296	0.2065909058	1.591446161	1936.663452
405000	-14762.96875	686.8208008	0.2290548086	1.552789807	1948.650391
410000	-14949.64551	518.6676636	0.172975719	1.463699818	1934.087769
415000	-14904.04004	551.4320068	0.1839026213	1.479867816	1938.596924
420000	-14760.48633	698.2243042	0.2328578681	1.464603186	1953.717773
425000	-14908.04004	560.3760986	0.1868854761	1.577252507	1932.779297
430000	-14959.53125	537.7817383	0.1793502569	1.503939033	1934.501831
435000	-14784.76953	691.4327393	0.2305928767	1.436627746	1951.463135
440000	-14871.51367	601.545166	0.2006153762	1.636311889	1939.842407
445000	-14963.5625	510.8811646	0.1703789234	1.360267639	1934.894287
450000	-14816.15723	648.2601318	0.2161948085	1.419365764	1947.917725
455000	-14825.94922	637.8895264	0.2127362192	1.444539189	1946.688477
460000	-14963.86621	523.7483521	0.17467013	1.608460069	1928.816528
465000	-14858.33008	619.1573486	0.2064890414	1.472095013	1941.916016
470000	-14801.3125	672.7581787	0.2243649215	1.419962168	1950.45459
475000	-14921.38672	514.6212158	0.1716262251	1.65907824	1929.580078
480000	-14885.8916	570.3071289	0.1901974827	1.490570426	1938.216431
485000	-14787.29883	687.9675293	0.229437232	1.453306079	1952.103149
490000	-14934.51758	556.5213623	0.1855999231	1.348407745	1943.873657
495000	-14922.67773	541.1739502	0.180481568	1.510601401	1935.199951
500000	-14784.89648	677.8955078	0.2260782123	1.419418216	1953.750488
505000	-14889.52441	592.6490479	0.1976485103	1.537981987	1939.118774
510000	-14952.9043	524.8165283	0.1750263572	1.608373284	1932.793823
515000	-14814.21094	668.6898804	0.2230081409	1.615087152	1943.489136
520000	-14839.96582	607.9946289	0.2027662694	1.388926864	1951.421387
525000	-14946.62305	509.9661865	0.1700737774	1.672006965	1930.361206
530000	-14854.60449	630.6846924	0.2103334069	1.593390107	1941.207397
535000	-14804.88867	653.9177246	0.2180816233	1.589373946	1944.522827
540000	-14946.36914	528.0584717	0.1761075556	1.596764326	1932.778198
545000	-14882.10156	583.9471436	0.1947464347	1.593027592	1939.276245
550000	-14798.5625	671.7703857	0.2240354866	1.42275393	1952.074951
555000	-14927.97656	549.3060303	0.1831936091	1.408794403	1939.655762
560000	-14909.83984	548.3254395	0.1828665882	1.418048263	1942.297485
565000	-14790.52637	681.2297974	0.2271901965	1.536129713	1945.784302
570000	-14900.45117	578.744812	0.1930114478	1.591617107	1937.627563
575000	-14930.60547	539.2772217	0.1798489988	1.546690583	1935.518921
580000	-14817.4082	664.2839966	0.2215387821	1.573860765	1945.203491
585000	-14873.14258	625.0733643	0.2084620297	1.610791087	1939.307129
590000	-14943.19043	530.2495117	0.1768382639	1.534596801	1936.996094
595000	-14836.73047	629.7885742	0.2100345492	1.658252954	1940.127197
600000	-14834.16016	638.6295166	0.2129829973	1.463134885	1948.479492
605000	-14948.03125	542.4689331	0.1809134334	1.50030911	1935.751221
610000	-14882.50977	604.7150879	0.2016725391	1.384641409	1944.360474
615000	-14822.61328	666.935791	0.2224231511	1.369002938	1952.648682
620000	-14931.48438	554.6238403	0.1849671006	1.477792025	1939.211182
625000	-14909.65527	573.7185059	0.1913351715	1.516954303	1941.531738
630000	-14811.41211	656.4180908	0.2189154923	1.375480294	1951.737793
635000	-14908.36133	581.4260254	0.1939056367	1.538419724	1940.061035
640000	-14927.16309	554.6582031	0.1849785596	1.433675051	1938.859253
645000	-14811.18359	642.0012817	0.2141074836	1.566538334	1945.396118
650000	-14866.58984	597.241333	0.1991800368	1.581204414	1939.708984
655000	-14945.45117	555.9765015	0.1854182184	1.496417522	1936.837646
660000	-14837.68359	630.9829102	0.2104328573	1.538461566	1943.821533
665000	-14845.35352	622.6212158	0.2076442391	1.492715836	1946.855347
670000	-14945.59961	548.2833252	0.1828525364	1.453649521	1939.513916
675000	-14858.04883	608.6253052	0.2029765993	1.543084264	1942.73584
680000	-14834.60156	643.5926514	0.2146382034	1.377897024	1951.395508
685000	-14919.76074	540.8771362	0.1803825796	1.423315763	1940.14856
690000	-14878.54395	583.6571655	0.1946497262	1.468440056	1940.417725
695000	-14820.89648	638.3178101	0.2128790468	1.307062626	1954.027588
700000	-14898.0918	558.6142578	0.1862979084	1.705318928	1935.828613
705000	-14911.9209	580.2058716	0.1934987158	1.48583591	1938.382812
710000	-14824.43164	651.40625	0.2172440439	1.431212664	1948.367065
715000	-14884.41602	587.5582886	0.1959507465	1.557082534	1939.27124
720000	-14915.9707	544.5936279	0.1816220284	1.424316645	1943.54248
725000	-14831.02148	638.0550537	0.212791428	1.472001553	1944.936646
730000	-14873.4707	604.3173828	0.2015399039	1.379935741	1947.869873
735000	-14921.02148	549.9904785	0.18342188	1.482691646	1939.250488
740000	-14853.2793	618.6107178	0.2063067257	1.354793906	1948.901855
745000	-14843.59766	613.5234985	0.2046101391	1.468551755	1945.168213
750000	-14921.07227	558.9888916	0.1864228547	1.527795076	1936.501587
755000	-14858.53711	595.7229004	0.1986736506	1.543052316	1941.097534
760000	-14840.41797	633.5014648	0.2112728059	1.445198536	1950.692505
765000	-14914.66309	564.243042	0.188175112	1.507836223	1939.338379
770000	-14872.46777	576.348999	0.1922124475	1.600791097	1937.122192
775000	-14841.99609	648.9973755	0.2164406925	1.525653005	1945.208984
780000	-14914.7627	579.3521729	0.1932139993	1.474811196	1939.137207
785000	-14908.27148	584.3256836	0.1948726773	1.519709229	1938.841309
790000	-14840.18945	649.2139893	0.2165129334	1.543191075	1944.467773
795000	-14898.14844	590.9453125	0.1970803142	1.362706065	1943.488525
800000	-14915.34277	562.4498901	0.1875770986	1.531780839	1938.911865
805000	-14847.42773	638.7122192	0.2130105793	1.481423736	1945.147827
810000	-14871.55078	590.4379883	0.1969111264	1.472037911	1943.339111
815000	-14917.54102	561.515564	0.1872655004	1.522598505	1937.84375
820000	-14854.70898	621.8084106	0.2073731571	1.588160515	1941.838135
825000	-14871.82812	621.9537964	0.2074216455	1.450358748	1944.757568
830000	-14931.03516	577.510437	0.1925997883	1.504091024	1937.587646
835000	-14865.97852	609.7860107	0.2033636868	1.377275109	1944.256592
840000	-14835.47949	612.5264893	0.2042776495	1.623572826	1943.304932
845000	-14922.39844	568.4577026	0.1895806938	1.468934059	1940.477295
850000	-14902.66602	612.1546631	0.2041536421	1.485957265	1940.518066
855000	-14853.17578	646.5715332	0.2156316638	1.439868689	1945.234863
860000	-14894.70312	565.77771	0.1886869222	1.436215162	1941.153076
865000	-14894.22852	574.9880371	0.1917585582	1.510414124	1939.530151
870000	-14839.88867	634.5213623	0.2116129398	1.557067156	1944.560425
875000	-14900.99805	600.6832275	0.2003279179	1.591465235	1939.172485
880000	-14912.80957	567.7770996	0.1893537194	1.394290328	1940.837769
885000	-14854.66699	644.8377686	0.215053454	1.539417982	1944.041016
890000	-14882.00586	602.3624878	0.2008879483	1.499025822	1944.700806
895000	-14925.33398	567.897583	0.1893938929	1.495124698	1939.641235
900000	-14866.8125	632.6878662	0.2110014707	1.567024589	1940.735107
905000	-14855.19043	607.1747437	0.2024928331	1.557607174	1944.738525
910000	-14911.20117	558.4705811	0.1862499863	1.478220582	1939.719604
915000	-14871.28711	609.8494263	0.2033848464	1.715959191	1938.003418
920000	-14867.61719	639.1450195	0.2131549269	1.584164381	1938.293701
925000	-14914.55078	577.2216797	0.1925034821	1.671821594	1932.687622
930000	-14884.3623	603.6518555	0.2013179511	1.385771751	1943.472168
935000	-14855.74414	632.8567505	0.2110577822	1.481254816	1946.641724
940000	-14919.12305	587.2676392	0.1958538145	1.51393342	1937.129517
945000	-14906.74219	599.5916748	0.1999638826	1.476282835	1940.773193
950000	-14854.75781	641.0395508	0.213786751	1.584279537	1940.935913
955000	-14902.88672	591.2996826	0.1971984953	1.321758866	1947.694092
960000	-14912.04492	583.0437012	0.1944451332	1.607445478	1938.049927
965000	-14859.01953	633.3092041	0.2112086862	1.520206094	1941.234863
970000	-14873.20703	603.0151367	0.2011056095	1.473794103	1943.060791
975000	-14910.30078	573.5062866	0.1912644058	1.421991944	1940.873657
980000	-14859.05859	617.2459106	0.2058515698	1.426627159	1943.76416
985000	-14868.09375	605.1436768	0.2018154711	1.496182442	1945.010376
990000	-14905.50195	567.0154419	0.1890996993	1.636871219	1938.312866
995000	-14855.85742	598.8060303	0.1997018605	1.620187998	1937.053345
