timestep	potential_energy	kinetic_energy	temperature	pressure	volume
0	-221.4843903	0	0	-0.05449219048	8000
5000	-4895.952637	2011.612305	1.342417359	1.971872211	1499.938232
10000	-2858.399414	3842.569824	2.564277649	1.329420567	2393.343262
15000	-4667.771484	2765.665527	1.845622659	1.19855392	1591.706055
20000	-5610.529297	2078.857178	1.387292147	1.126423478	1372.536133
25000	-5790.239746	1850.165894	1.234678626	1.47551012	1324.196289
30000	-5858.940918	1875.148193	1.251350164	1.9348315	1297.473999
35000	-5737.71582	1908.560303	1.273647189	1.274065733	1337.9552
40000	-5618.145996	1898.949829	1.267233849	1.329388142	1356.473389
45000	-5640.560059	1976.501709	1.318986773	1.491081834	1352.280151
50000	-5661.353516	1962.568604	1.309688807	1.478086233	1344.508545
55000	-5645.739746	2060.470703	1.375022173	1.775418997	1340.79187
60000	-5639.821289	1958.947998	1.307272673	1.078054309	1366.059204
65000	-5685.374512	1949.748291	1.301133394	1.29384768	1353.397583
70000	-5621.005859	1820.198486	1.214680314	1.678975105	1344.016846
75000	-5603.132812	1932.4729	1.289604902	1.41339314	1361.416382
80000	-5739.612305	1929.74292	1.287783027	1.746146917	1322.367188
85000	-5708.67627	1986.994873	1.325989246	1.699042797	1331.251343
90000	-5641.530762	1901.722778	1.269084334	1.342160583	1358.086426
95000	-5675.332031	1990.993896	1.328657985	1.620623112	1338.484985
100000	-5693.757812	1915.44519	1.278241754	1.028616309	1356.959351
105000	-5714.441895	1954.089722	1.304030538	1.480689168	1336.943115
110000	-5758.822266	2014.212769	1.344152689	1.312175989	1341.306396
115000	-5697.710938	1958.231445	1.306794405	1.499459147	1342.828979
120000	-5710.269531	1930.094727	1.288017869	1.475809216	1340.167847
125000	-5698.942383	1982.81189	1.323197842	1.72649157	1331.346558
130000	-5717.318359	1989.293457	1.327523232	1.715020299	1329.501221
135000	-5678.866211	1905.802734	1.271806955	1.471608281	1341.742432
140000	-5733.110352	1911.985107	1.27593267	1.627730846	1327.808716
145000	-5566.273438	1875.03064	1.251271725	1.525176167	1360.897339
150000	-5660.200195	2010.161865	1.34144938	1.281950235	1355.107666
155000	-5721.269531	1956.774414	1.305822134	1.323058963	1343.331543
160000	-5623.54541	1984.468994	1.324303627	1.268687725	1359.989258
165000	-5702.182617	1964.991211	1.311305523	1.433598876	1348.681885
170000	-5774.341797	1983.6073	1.323728561	1.687128186	1320.689697
175000	-5642.944336	1918.946899	1.280578494	1.615606308	1345.0177
180000	-5595.052734	1859.743286	1.241069913	1.185114741	1371.774536
185000	-5635.259277	1863.323853	1.243459344	1.452590823	1348.279907
190000	-5761.767578	1947.37207	1.299547672	1.254451632	1337.112549
195000	-5586.299805	1979.636475	1.321078777	1.346763253	1368.329224
200000	-5525.98291	1962.44873	1.309608817	1.382920742	1371.385254
205000	-5637.739258	1872.595459	1.249646664	1.748020649	1340.876709
210000	-5770.611328	1912.768799	1.276455641	1.466828704	1329.453491
215000	-5597.506836	1910.278809	1.274793983	1.270002127	1370.963623
220000	-5679.498047	1884.470093	1.257570982	1.581128716	1341.485962
225000	-5701.357422	1943.505005	1.29696703	1.505806923	1335.933716
230000	-5667.580078	1940.484863	1.294951558	1.101566315	1360.188477
235000	-5571.59375	1945.074219	1.298014164	1.613200307	1354.25647
240000	-5614.794922	1931.873779	1.289205074	1.218114376	1367.476074
245000	-5602.831055	1895.322266	1.264813066	1.266348958	1365.983887
250000	-5634.578125	1935.616821	1.291702986	1.577254295	1349.101685
255000	-5714.171875	1911.878906	1.275861859	1.356577039	1344.226929
260000	-5624.484375	1959.156128	1.307411551	1.544870973	1350.841309
265000	-5685.238281	1862.337158	1.242800951	1.356859803	1343.258423
270000	-5756.954102	1961.126343	1.308726311	1.368620992	1333.701782
275000	-5675.344727	1954.674805	1.304420948	1.522880912	1340.551514
280000	-5706.695312	2020.161377	1.348122358	1.651525497	1333.030396
285000	-5650.518066	1926.046875	1.285316586	1.342309475	1353.259277
290000	-5647.266602	1904.779297	1.271124005	1.034419179	1363.756836
295000	-5732.789551	1869.967285	1.247892737	1.515462518	1333.242188
300000	-5714.258301	1820.408325	1.214820385	1.404134989	1340.385864
305000	-5752.150391	1900.314209	1.26814425	1.422897816	1328.326416
310000	-5709.61084	1949.087646	1.300692439	1.542009354	1336.772339
315000	-5686.662109	2007.016968	1.3393507	1.450716972	1346.033569
320000	-5657.566406	1982.922729	1.323271751	1.425184727	1349.58728
325000	-5697.078125	2035.394775	1.358288169	1.582641006	1336.79834
330000	-5627.080566	1922.083252	1.282671571	1.453365684	1350.700073
335000	-5605.151855	1879.007324	1.253925443	1.494140267	1356.765869
340000	-5686.428711	2030.13501	1.354778171	1.129526377	1356.131958
345000	-5672.284668	1944.97168	1.297945738	1.52293539	1346.353394
350000	-5682.483398	1922.159058	1.282722116	1.789065123	1333.483032
355000	-5634.290039	1901.80127	1.269136667	1.145358324	1366.90332
360000	-5631.243164	1889.460449	1.260901213	1.341853857	1352.428223
365000	-5714.703125	1872.708374	1.249722004	1.260637641	1343.89209
370000	-5654.078125	1890.002197	1.261262774	1.733723998	1340.734375
375000	-5596.749023	1968.92627	1.313931465	1.483377099	1363.461304
380000	-5656.739258	1966.139526	1.3120718	1.337897897	1351.148071
385000	-5666.200195	1973.611084	1.317057848	1.579518437	1344.466309
390000	-5726.94873	1980.598022	1.321720362	1.630561709	1334.036255
395000	-5738.962891	2020.277588	1.348199964	1.719852805	1329.697388
400000	-5619.533691	1941.953857	1.295931816	1.278289914	1364.996704
405000	-5728.490234	1963.994995	1.310640693	1.379470229	1336.415405
410000	-5551.143555	1961.979004	1.309295297	2.030465841	1344.80896
415000	-5654.431641	1956.227539	1.305457115	1.627296686	1342.40979
420000	-5606.175293	1942.752686	1.29646492	1.565877795	1353.657715
425000	-5672.723145	1958.400269	1.306907058	1.765822887	1334.417358
430000	-5723.968262	1903.16748	1.27004838	1.530979395	1333.726318
435000	-5607.907227	1941.094727	1.295358539	1.528452277	1354.485107
440000	-5684.999023	1913.484985	1.276933551	1.393316984	1343.856812
445000	-5711.155273	1847.93811	1.233191967	1.055040359	1348.569824
450000	-5700.208008	1892.098755	1.262661815	1.387986898	1342.461304
455000	-5674.474609	1870.773193	1.24843061	1.211359024	1355.88562
460000	-5659.054688	1977.455078	1.319622993	1.397127509	1348.461182
465000	-5602.400391	1930.363525	1.288197279	1.057881474	1377.917969
470000	-5636.619629	1904.281494	1.270791769	1.127626538	1363.811035
475000	-5684.897949	1940.375	1.294878244	1.30568409	1349.231689
480000	-5616.812012	1977.175781	1.319436669	1.715203047	1346.944824
485000	-5620.697266	2018.059937	1.34671998	1.63462913	1350.748657
490000	-5742.200195	1948.13208	1.300054789	1.595620155	1330.107422
495000	-5641.222656	1909.817383	1.274486065	1.44850564	1351.584839
500000	-5703.920898	1939.811768	1.294502378	1.424399018	1342.040039
505000	-5673.821289	1920.236206	1.281438947	1.276236534	1353.142822
510000	-5777.725098	1999.304199	1.33420372	1.42928791	1329.710938
515000	-5673.285645	1955.277832	1.304823399	1.153637171	1357.5802
520000	-5561.650391	1948.631592	1.300388098	1.255683303	1369.06665
525000	-5647.848633	1915.862915	1.278520465	1.620273352	1345.874146
530000	-5668.792969	2090.694336	1.395191431	1.302324176	1356.641357
535000	-5548.234375	1944.908691	1.297903776	1.474343657	1367.032959
540000	-5621.958008	2013.278198	1.343528986	1.12557292	1368.050293
545000	-5607.702637	1936.566162	1.292336464	1.761309385	1348.265625
550000	-5698.081055	1843.846924	1.230461717	1.443841577	1338.218872
555000	-5692.021484	1915.401123	1.278212309	1.319351673	1348.802734
560000	-5688.026855	1928.978638	1.287273049	1.419292331	1344.198364
565000	-5708.854004	1924.453369	1.28425324	0.8555264473	1365.949951
570000	-5701.270996	1873.168579	1.250029087	1.486928344	1339.414062
575000	-5739.499512	1968.168213	1.313425541	1.538226008	1328.516357
580000	-5677.408203	2041.554199	1.362398505	1.435360551	1343.30481
585000	-5737.452148	1958.392334	1.306901813	1.670889854	1325.554443
590000	-5741.42041	1862.306274	1.242780328	1.447145343	1333.234497
595000	-5725.71582	2009.173096	1.340789557	1.53036654	1335.947876
