timestep	potential_energy	kinetic_energy	temperature	pressure	volume
0	-381.4453125	0	0	-0.04692383111	16000
5000	-11065.48926	1287.577148	0.4294070899	1.388534427	2112.876953
10000	-9936.544922	2599.152832	0.8668177128	1.552645087	2433.576172
15000	-9071.356445	3195.958496	1.065852404	1.752462626	2617.546387
20000	-8895.09668	3474.576172	1.158771515	1.488719702	2733.605225
25000	-8748.09375	3556.747559	1.186175704	1.596087217	2743.992432
30000	-8755.773438	3607.888184	1.203231096	1.370162487	2800.785645
35000	-8656.130859	3591.035645	1.197610736	1.692947268	2764.736328
40000	-8534.615234	3525.766602	1.175843477	1.321811557	2810.612305
45000	-8674.255859	3487.901611	1.163215518	1.430195689	2780.253174
50000	-8538.515625	3641.229004	1.214350224	1.547456503	2786.823242
55000	-8510.314453	3646.040771	1.2159549	1.580360413	2820.711182
60000	-8477.911133	3623.956787	1.208589911	1.620523334	2817.269043
65000	-8495.029297	3650.417969	1.217414737	1.411557317	2845.623779
70000	-8618.484375	3702.250488	1.234700918	1.624812484	2771.185791
75000	-8691.680664	3545.457031	1.18241024	1.338898778	2815.66748
80000	-8664.322266	3539.962402	1.180577755	1.600547671	2769.794922
85000	-8657.924805	3471.83667	1.157857895	1.385306001	2797.548828
90000	-8667.226562	3559.005371	1.18692863	1.391281128	2811.538574
95000	-8494.802734	3705.964844	1.235939622	1.551314235	2789.94043
100000	-8635.599609	3598.791992	1.200197458	1.399207592	2808.442139
105000	-8511.451172	3537.784424	1.179851413	1.60832417	2793.411621
110000	-8488.246094	3591.36084	1.197719216	1.412926316	2810.204834
115000	-8718.162109	3694.438965	1.232095718	1.493388534	2805.332031
120000	-8636.421875	3616.932129	1.206247211	1.568786383	2791.322754
125000	-8512.077148	3608.559082	1.203454852	1.273418784	2847.73584
130000	-8691.246094	3604.015137	1.201939344	1.551535726	2793.809814
135000	-8604.628906	3616.638428	1.20614922	1.63707006	2783.562988
140000	-8486.850586	3526.87207	1.176212192	1.608223438	2791.824707
145000	-8613.492188	3553.970947	1.185249686	1.41737771	2807.454834
150000	-8674.598633	3619.289062	1.207033277	1.482174158	2792.676514
155000	-8472.917969	3511.734863	1.171163917	1.524054766	2812.449219
160000	-8660.479492	3501.914551	1.16788888	1.517331362	2775.033691
165000	-8681.042969	3520.213623	1.173991561	1.694819212	2769.355713
170000	-8749.054688	3655.162598	1.218997121	1.373315811	2775.953369
175000	-8696.914062	3548.310547	1.183361888	1.474226594	2770.043213
180000	-8599.158203	3486.919922	1.162888169	1.37773037	2811.916992
185000	-8616.009766	3516.362549	1.1727072	1.686445713	2790.533936
190000	-8663.472656	3718.265625	1.240041971	1.560153484	2777.270264
